Przewidywanie
[9.4651186e-01 5.3483196e-02 4.8765223e-06 3.4181479e-08]
[1.8584558e-03 2.1439209e-04 9.5567322e-01 4.2253971e-02]
[9.999989e-01 6.262459e-07 9.775587e-09 5.137768e-07]
[9.0985841e-01 8.9833446e-02 3.0747338e-04 7.0381589e-07]
[4.0645937e-06 6.5991372e-09 4.9556333e-05 9.9994636e-01]
[3.3346634e-10 3.0469205e-06 9.9999678e-01 7.3871988e-08]
[1.9014264e-04 9.9980992e-01 1.4653215e-08 1.8444525e-09]
[1.0000000e+00 5.2716413e-08 9.3411952e-11 6.9826339e-11]
[1.0000000e+00 9.0332236e-10 4.1636047e-13 4.9677590e-10]
[3.1162514e-07 3.0900244e-04 9.9969065e-01 4.2284871e-08]
[2.6449902e-02 9.7311133e-01 3.1884245e-04 1.1985281e-04]
[2.3756470e-04 2.3080743e-06 2.7158658e-09 9.9976009e-01]
[1.0000000e+00 1.9829757e-08 7.4276887e-15 4.7865018e-11]
[4.7907125e-02 9.5135307e-01 7.3877483e-04 9.9076397e-07]
[4.38028455e-01 1.04179056e-02 5.51441550e-01 1.12098554e-04]
[3.3618981e-05 1.1853062e-13 7.7231414e-07 9.9996567e-01]
[9.9993098e-01 3.8284230e-05 3.0059235e-05 6.5550233e-07]
[5.7625723e-01 1.9013657e-07 2.4713054e-06 4.2374003e-01]
[6.0590692e-02 3.2696934e-04 8.7411120e-04 9.3820810e-01]
[7.0569999e-09 6.9605630e-07 2.8992803e-10 9.9999928e-01]
[9.9990344e-01 1.8018027e-06 9.4716444e-05 6.3629031e-09]
[4.8909110e-06 6.2509633e-07 9.9999452e-01 5.5781793e-08]
[9.9999523e-01 1.8762408e-10 4.7102292e-12 4.7120407e-06]
[1.3193504e-07 1.1307087e-05 7.9349420e-06 9.9998057e-01]
[4.8527458e-01 1.5072006e-05 5.1468039e-01 3.0024215e-05]
[8.4658259e-01 1.5341717e-01 7.8925694e-08 2.1326181e-07]
[1.1710153e-03 7.5667740e-06 9.9882048e-01 9.6086762e-07]
[9.9999988e-01 5.1315311e-12 8.2214790e-08 3.7935835e-11]
[3.1075287e-10 1.7096749e-10 1.0000000e+00 1.8853750e-11]
[0.93972325 0.00345919 0.0551579  0.00165965]
[1.0000000e+00 1.2259293e-11 3.7639935e-13 4.1013629e-12]
[2.8406342e-07 2.3683759e-09 3.1784950e-08 9.9999976e-01]
[1.2737577e-02 9.8725116e-01 1.1309420e-05 4.4279115e-08]
[1.1005876e-15 4.7509201e-11 1.0000000e+00 1.1813925e-09]
[9.9755788e-01 2.4382200e-03 2.3566602e-06 1.5531226e-06]
[2.5649743e-14 4.2298498e-09 1.0000000e+00 2.0781903e-10]
[5.1024367e-06 3.9855655e-10 9.8068301e-07 9.9999392e-01]
[9.4414741e-01 5.5845782e-02 5.5527139e-06 1.3082546e-06]
[4.4023678e-01 4.5988276e-03 5.1450519e-05 5.5511296e-01]
[9.9999928e-01 7.6566710e-07 2.5437258e-10 5.9707628e-10]
[2.9436087e-03 9.5700377e-01 4.0014859e-02 3.7760976e-05]
[1.0000000e+00 5.0956984e-08 1.1526040e-10 1.2238263e-08]
[3.8878736e-07 4.3222255e-17 6.9847557e-13 9.9999964e-01]
[1.0000000e+00 2.1611903e-10 2.2478932e-08 5.8796451e-10]
[1.0000000e+00 4.9052700e-13 2.0445104e-19 2.4329724e-16]
[1.7877372e-10 3.5445878e-06 9.9999642e-01 1.2234082e-09]
[3.5691019e-09 1.1492583e-06 9.9999881e-01 3.2831370e-08]
[5.8307325e-08 1.8962385e-09 5.0938758e-07 9.9999940e-01]
[9.9999666e-01 3.3039641e-06 3.1268889e-14 1.1944666e-09]
[1.5040892e-07 4.1188841e-07 9.9999940e-01 2.8171430e-09]
[1.1401251e-06 1.1583291e-04 9.9988306e-01 3.3208178e-09]
[9.2099242e-02 1.5279392e-04 4.6917361e-07 9.0774751e-01]
[1.5667767e-11 5.4529570e-10 1.0000000e+00 1.8590193e-10]
[7.4098981e-03 2.5849063e-03 9.8996943e-01 3.5775789e-05]
[9.8142791e-01 2.5778032e-05 1.8539883e-02 6.4441024e-06]
[3.0456234e-12 5.5846499e-07 9.9999940e-01 2.8088936e-11]
[8.4971322e-07 2.2533266e-07 9.9999893e-01 8.3473334e-10]
[1.2737412e-09 1.1961956e-06 9.3933686e-08 9.9999869e-01]
[6.4111682e-06 2.8721215e-07 9.6164191e-01 3.8351517e-02]
[7.6876524e-05 9.9992132e-01 1.5464192e-06 2.5134190e-07]
[4.6866871e-03 9.9530965e-01 1.9591171e-06 1.6597977e-06]
[2.2126717e-02 4.3224504e-09 1.6425888e-10 9.7787333e-01]
[1.5547749e-02 9.8426360e-01 1.6414320e-04 2.4537316e-05]
[7.3368323e-01 2.6375228e-01 2.5642393e-03 2.9215110e-07]
[9.9999988e-01 1.7682100e-10 2.3779426e-11 1.1091605e-07]
[3.4953464e-07 9.7040946e-05 9.9990261e-01 1.8429053e-11]
[1.4029132e-03 9.9852908e-01 1.3314315e-07 6.7870089e-05]
[1.2280748e-14 4.7746694e-06 9.9999523e-01 4.3123922e-09]
[1.3298020e-01 8.6650062e-01 5.0470326e-04 1.4423699e-05]
[8.3367598e-01 1.6561548e-01 1.4427710e-06 7.0701458e-04]
[9.4405102e-04 9.9766695e-01 1.3889746e-03 7.0870157e-11]
[1.0000000e+00 8.3492093e-09 5.4383606e-15 1.0031111e-09]
[1.05996634e-07 3.85471537e-21 2.74550166e-15 9.99999881e-01]
[1.0000000e+00 1.4061034e-11 2.3523460e-12 3.9738376e-11]
[9.9999928e-01 7.2280108e-07 2.3054824e-08 3.4588847e-09]
[2.2862817e-03 9.9767405e-01 2.9549460e-07 3.9373044e-05]
[1.7601982e-04 5.2450850e-05 9.9976999e-01 1.5187089e-06]
[1.0000000e+00 1.1150910e-08 6.7409855e-09 1.0738604e-12]
[2.8370195e-03 9.9715829e-01 1.8195699e-06 2.9362520e-06]
[3.769938e-02 4.527472e-08 2.856690e-05 9.622720e-01]
[9.9999595e-01 4.0778991e-06 3.2190886e-10 1.0906125e-09]
[1.0000000e+00 3.0097411e-08 8.3676737e-12 5.3604994e-13]
[1.000000e+00 5.028413e-08 7.761106e-09 1.374293e-08]
[3.3991548e-01 6.5191346e-01 4.3866114e-04 7.7324398e-03]
[5.6572980e-01 4.3425986e-01 1.0336342e-05 1.2884532e-09]
[6.3684292e-12 2.4351768e-05 9.9993002e-01 4.5637884e-05]
[1.00000000e+00 1.30486065e-11 2.93719271e-10 2.08758277e-09]
[1.6877781e-08 8.8606525e-11 5.1258912e-06 9.9999487e-01]
[6.0287937e-05 2.0284221e-09 3.1523653e-13 9.9993968e-01]
[5.2827113e-06 1.0554526e-06 9.9985933e-01 1.3428874e-04]
[2.1620165e-04 9.9978226e-01 1.5488797e-06 8.8099572e-10]
[1.4397248e-05 4.2242324e-03 9.9574077e-01 2.0673398e-05]
[1.0000000e+00 1.8929337e-12 1.5167847e-09 1.6282727e-12]
[2.0580945e-05 9.9997938e-01 2.4596304e-08 1.2480073e-08]
[9.9999917e-01 5.7571592e-10 2.7749242e-11 8.0709833e-07]
[3.1675804e-02 4.7795534e-06 9.6827424e-01 4.5160868e-05]
[2.2319144e-01 7.7642632e-01 1.2686862e-04 2.5539158e-04]
[1.0607842e-01 8.9377779e-01 1.3887622e-04 4.8606944e-06]
