Przewidywanie
[6.6993806e-08 9.9999964e-01 1.5072773e-07 1.1299702e-07]
[1.7896712e-06 5.3089249e-08 9.9999797e-01 2.4036251e-07]
[9.9999821e-01 1.5634464e-06 3.1443069e-08 1.7293358e-07]
[1.00000000e+00 1.29955726e-08 9.10454556e-09 1.46873145e-08]
[1.1572923e-09 7.7173018e-11 1.7507036e-09 1.0000000e+00]
[1.04283075e-07 3.20425242e-10 9.99999881e-01 3.32937020e-08]
[3.2307112e-06 9.9999595e-01 2.0349906e-07 6.7007585e-07]
[1.0000000e+00 1.0672041e-08 1.0725833e-08 3.1136487e-08]
[9.9999964e-01 3.0520170e-07 3.7907437e-09 1.0200786e-08]
[1.0938694e-08 4.0142108e-08 1.0000000e+00 2.6379858e-09]
[3.3641176e-04 9.9966109e-01 1.0011015e-06 1.4736642e-06]
[1.2243253e-09 1.8690500e-09 5.2554600e-11 1.0000000e+00]
[1.0000000e+00 3.7289727e-09 2.3056279e-09 2.1192255e-08]
[9.9999559e-01 2.2887045e-06 2.0717382e-06 6.1985965e-08]
[1.7485347e-07 1.0876520e-08 9.9999905e-01 7.4683544e-07]
[2.2857719e-08 4.3551118e-10 5.8931748e-10 1.0000000e+00]
[9.9999940e-01 1.0323532e-07 2.0315094e-09 5.0086226e-07]
[1.2027586e-07 9.5455952e-08 3.0713750e-07 9.9999940e-01]
[3.3824911e-06 4.7249642e-08 3.9709133e-07 9.9999619e-01]
[4.9102891e-08 3.5836652e-07 2.9804454e-08 9.9999964e-01]
[9.9996817e-01 3.1383992e-05 3.7015016e-07 1.0145868e-07]
[2.0088431e-05 4.0732484e-06 9.9997544e-01 3.7734083e-07]
[9.9992692e-01 2.8802504e-05 2.3295734e-06 4.1837597e-05]
[4.2306612e-09 2.7201303e-08 2.8155162e-06 9.9999714e-01]
[1.1962334e-07 2.2313857e-06 9.9999738e-01 1.8919049e-07]
[4.9832679e-06 9.9999464e-01 9.3499288e-08 2.3614423e-07]
[1.5887147e-04 5.7898276e-04 9.9923599e-01 2.6160014e-05]
[1.0000000e+00 1.1442589e-09 1.4607511e-10 1.1794495e-09]
[1.7179095e-13 9.7767477e-14 1.0000000e+00 1.1744037e-12]
[9.9999905e-01 2.9443373e-07 3.2105589e-07 4.0280949e-07]
[9.9999022e-01 9.6908634e-06 9.6401926e-08 4.9041120e-08]
[9.3766923e-09 9.1640508e-11 1.2058601e-11 1.0000000e+00]
[1.4931619e-08 9.9999058e-01 9.2087366e-06 1.7268475e-07]
[2.6353002e-09 1.5107213e-09 9.9999988e-01 1.1755942e-07]
[4.4924377e-06 9.9999535e-01 1.7439540e-08 7.0872446e-08]
[6.2270978e-12 3.4390629e-11 1.0000000e+00 9.5886875e-11]
[2.8982330e-09 2.9970562e-09 1.2821228e-07 9.9999988e-01]
[1.1083936e-06 9.9999619e-01 2.0750158e-06 6.9296834e-07]
[3.6806724e-10 3.9494782e-10 6.5033903e-12 1.0000000e+00]
[9.9999964e-01 1.6448473e-08 1.1936418e-08 3.7707474e-07]
[1.46232205e-05 9.99966025e-01 2.26075053e-06 1.70209860e-05]
[9.9999917e-01 2.1214491e-07 9.6815739e-08 5.4424612e-07]
[4.2772643e-07 4.0774897e-10 1.7150369e-10 9.9999952e-01]
[1.0000000e+00 3.1960951e-08 3.6194869e-09 2.3374614e-08]
[9.9999976e-01 2.8066538e-07 3.2823617e-09 1.2645882e-08]
[3.9141995e-11 2.9957267e-08 1.0000000e+00 5.3245242e-11]
[1.8098217e-13 5.9750784e-16 1.0000000e+00 4.1774933e-13]
[7.28413885e-10 1.04422054e-10 7.81275877e-10 1.00000000e+00]
[1.0000000e+00 6.6236789e-09 5.3723064e-11 1.5614561e-09]
[1.5395168e-08 4.8064228e-09 1.0000000e+00 2.4467456e-10]
[2.0554952e-10 2.2684779e-11 1.0000000e+00 1.1454407e-12]
[9.1939512e-07 1.3844613e-06 5.3817559e-09 9.9999774e-01]
[4.5863251e-11 2.1885422e-11 1.0000000e+00 4.4260834e-10]
[1.4445167e-06 1.4493774e-05 9.9998283e-01 1.1502783e-06]
[2.3038252e-08 5.4718981e-07 9.9999940e-01 3.7607499e-08]
[1.7913488e-09 1.0661415e-09 1.0000000e+00 6.8709441e-11]
[3.0954253e-10 2.6068321e-11 1.0000000e+00 1.0649479e-10]
[2.1103260e-08 3.7274486e-07 2.7882336e-07 9.9999940e-01]
[3.4801420e-07 5.4525085e-08 9.9999869e-01 9.4730603e-07]
[1.1508549e-06 9.9999857e-01 6.0428860e-08 1.1974619e-07]
[1.7811271e-05 9.9997842e-01 3.7373281e-06 1.2543261e-07]
[2.2892686e-10 6.1853533e-10 8.7301616e-12 1.0000000e+00]
[5.3315154e-07 9.9999785e-01 1.5438053e-06 1.8241241e-07]
[7.0628039e-06 9.9999118e-01 1.6727847e-06 1.0835091e-07]
[9.9998391e-01 3.3869281e-07 1.4646566e-05 1.0523254e-06]
[2.2955222e-09 1.9783848e-09 1.0000000e+00 2.2781036e-11]
[1.4931982e-07 9.9999917e-01 1.8319140e-07 5.7457595e-07]
[1.9805656e-08 1.2188352e-04 9.9987483e-01 3.2453981e-06]
[2.6293032e-05 9.9995792e-01 8.9714777e-06 6.7175706e-06]
[8.3830164e-05 9.9991059e-01 1.2059762e-06 4.3654386e-06]
[7.4571908e-08 9.9999893e-01 9.3891651e-07 2.2594095e-09]
[1.0000000e+00 3.9264965e-09 9.8044753e-11 2.4888127e-08]
